datetime,conductivity_uncal,temperature
7/22/2021 7:30,79911.6,19.377
7/22/2021 7:45,79911.6,19.472
7/22/2021 8:00,79911.6,19.758
7/22/2021 8:15,79911.6,19.948
7/22/2021 8:30,79911.6,20.234
7/22/2021 8:45,79911.6,20.519
7/22/2021 9:00,79911.6,20.805
7/22/2021 9:15,79911.6,21.187
7/22/2021 9:30,79911.6,21.569
7/22/2021 9:45,79911.6,21.951
7/22/2021 10:00,79911.6,22.238
7/22/2021 10:15,79911.6,22.621
7/22/2021 10:30,79911.6,23.004
7/22/2021 10:45,79911.6,23.388
7/22/2021 11:00,79911.6,23.869
7/22/2021 11:15,79911.6,24.255
7/22/2021 11:30,85422.8,24.641
7/22/2021 11:45,85422.8,24.931
7/22/2021 12:00,88178.4,25.416
7/22/2021 12:15,88178.4,26
7/22/2021 12:30,88178.4,26.39
7/22/2021 12:45,88178.4,26.585
7/22/2021 13:00,88178.4,26.879
7/22/2021 13:15,88178.4,27.173
7/22/2021 13:30,93689.5,27.37
7/22/2021 13:45,93689.5,27.37
7/22/2021 14:00,93689.5,27.468
7/22/2021 14:15,88178.4,27.665
7/22/2021 14:30,88178.4,27.567
7/22/2021 14:45,88178.4,27.567
7/22/2021 15:00,88178.4,27.764
7/22/2021 15:15,88178.4,28.06
7/22/2021 15:30,88178.4,28.06
7/22/2021 15:45,88178.4,28.159
7/22/2021 16:00,88178.4,28.159
7/22/2021 16:15,88178.4,28.159
7/22/2021 16:30,88178.4,27.862
7/22/2021 16:45,88178.4,27.862
7/22/2021 17:00,88178.4,27.764
7/22/2021 17:15,88178.4,27.665
7/22/2021 17:30,88178.4,27.468
7/22/2021 17:45,88178.4,27.272
7/22/2021 18:00,88178.4,26.977
7/22/2021 18:15,88178.4,26.683
7/22/2021 18:30,88178.4,26.488
7/22/2021 18:45,88178.4,26.292
7/22/2021 19:00,88178.4,25.902
7/22/2021 19:15,88178.4,25.513
7/22/2021 19:30,88178.4,25.125
7/22/2021 19:45,88178.4,24.738
7/22/2021 20:00,88178.4,24.351
7/22/2021 20:15,88178.4,24.158
7/22/2021 20:30,88178.4,23.869
